司法考试2019 上律指南针 2019国家统一法律职业资格考试：柏浪涛刑法攻略·讲义卷,柏浪涛,法律,出版时间:2018年12月 ,中国法制出版社,72.20                ,http://img3m9.ddimg.cn/31/29/26314429-1_w_3.jpg,http://product.dangdang.com/26314429.html
司法考试2019 2019国家统一法律职业资格考试万国专题讲座·讲义版（套装共八册）,北京万国学校教研中心,法律,出版时间:2018年11月 ,中国法制出版社,431.00                ,http://img3m8.ddimg.cn/89/27/25809488-1_w_2.jpg,http://product.dangdang.com/25809488.html
最高人民法院建设工程施工合同司法解释（二）理解与适用,最高人民法院民事审判第一庭,法律,出版时间:2019年01月 ,人民法院出版社,110.40                ,http://img3m1.ddimg.cn/21/19/26475591-1_w_5.jpg,http://product.dangdang.com/26475591.html
一本书读懂法律常识：解答日常法律难题的十万个为什么（常用法律速查速用）,张红军,法律,出版时间:2015年06月 ,中华工商联合出版社,29.90                ,http://img3m1.ddimg.cn/28/13/23717161-1_w_1.jpg,http://product.dangdang.com/23717161.html
中华人民共和国合同法注释本（含最新民法总则 含司法解释注释）,法律出版社法规中心,法律,出版时间:2017年05月 ,法律出版社,24.00                ,http://img3m8.ddimg.cn/19/27/25097608-1_w_3.jpg,http://product.dangdang.com/25097608.html
刑事诉讼法一本通：中华人民共和国刑事诉讼法总成（第13版）,刘志伟,法律,出版时间:2018年11月 ,法律出版社,42.00                ,http://img3m2.ddimg.cn/64/12/25860052-1_w_2.jpg,http://product.dangdang.com/25860052.html
中华人民共和国宪法（2018年3月最新修正版 含宣誓誓词）（封面烫金 红皮压纹）团购更划算：400-106-6666转6,法律出版社,法律,出版时间:2018年03月 ,法律出版社,5.40                ,http://img3m1.ddimg.cn/19/5/25233931-1_w_6.jpg,http://product.dangdang.com/25233931.html
中华人民共和国劳动法（实用版）（2018版）,中国法制出版社,法律,出版时间:2018年10月 ,中国法制出版社,17.10                ,http://img3m9.ddimg.cn/98/19/25573679-1_w_3.jpg,http://product.dangdang.com/25573679.html
论法的精神（上下卷）,孟德斯鸠,法律,出版时间:2012年05月 ,商务印书馆,69.50                ,http://img3m6.ddimg.cn/19/16/22804966-1_w_5.jpg,http://product.dangdang.com/22804966.html
天下·西窗法雨（精装）,刘星,法律,出版时间:2013年06月 ,法律出版社,26.80                ,http://img3m7.ddimg.cn/8/4/23328467-1_w_8.jpg,http://product.dangdang.com/23328467.html
中华人民共和国刑事诉讼法（实用版）（2018年版）,中国法制出版社,法律,出版时间:2018年11月 ,中国法制出版社,25.70                ,http://img3m9.ddimg.cn/28/26/25585489-1_w_2.jpg,http://product.dangdang.com/25585489.html
司法考试2019 上律指南针 2019国家统一法律职业资格考试：柏浪涛刑法攻略·金题卷,柏浪涛,法律,出版时间:2019年01月 ,中国法制出版社,33.70                ,http://img3m1.ddimg.cn/33/13/26316411-1_w_3.jpg,http://product.dangdang.com/26316411.html
刑法一本通：中华人民共和国刑法总成（第十三版）（ 团购致电：400-106-6666转6）,李立众,法律,出版时间:2017年09月 ,法律出版社,37.10                ,http://img3m5.ddimg.cn/13/35/25156705-1_w_10.jpg,http://product.dangdang.com/25156705.html
刑法学（第五版 上下）,张明楷,法律,出版时间:2016年07月 ,法律出版社,115.60                ,http://img3m5.ddimg.cn/13/12/25285405-1_w_3.jpg,http://product.dangdang.com/25285405.html
中华人民共和国民法总则注释本,法律出版社法规中心,法律,出版时间:2017年04月 ,法律出版社,22.30                ,http://img3m2.ddimg.cn/46/10/25066252-1_w_3.jpg,http://product.dangdang.com/25066252.html
法的门前（北京大学贺卫方教授推荐 美国法理学必读书目《法律之门》中文精编本，美国法入门读物）,彼得·博恩里科,法律,出版时间:2012年07月 ,北京大学出版社,31.50                ,http://img3m9.ddimg.cn/22/9/22801999-1_w_1.jpg,http://product.dangdang.com/22801999.html
大国宪制：历史中国的制度构成,苏力,法律,出版时间:2018年01月 ,北京大学出版社,77.40                ,http://img3m5.ddimg.cn/67/23/25195765-1_w_3.jpg,http://product.dangdang.com/25195765.html
天下·法学原论 合同法总论（第四版）,韩世远,法律,出版时间:2018年06月 ,法律出版社,102.00                ,http://img3m1.ddimg.cn/13/3/25293721-1_w_2.jpg,http://product.dangdang.com/25293721.html
司法考试2019 上律指南针 2019国家统一法律职业资格考试：戴鹏民诉法攻略·讲义卷,戴鹏,法律,出版时间:2019年01月 ,中国法制出版社,65.40                ,http://img3m7.ddimg.cn/29/9/26316407-1_w_3.jpg,http://product.dangdang.com/26316407.html
民法思维：请求权基础理论体系（兼容英美法系判例研究与大陆法系学理探讨，构建全新法学思维模式）,王泽鉴,法律,出版时间:2009年12月 ,北京大学出版社,34.20                ,http://img3m3.ddimg.cn/98/24/20750993-1_w_2.jpg,http://product.dangdang.com/20750993.html
