富爸爸穷爸爸（20周年修订版）（团购，请致电400-106-6666转6）,罗伯特·清崎,投资理财,出版时间:2017年09月 ,四川人民出版社,43.80                ,http://img3m7.ddimg.cn/74/15/25154687-1_w_3.jpg,http://product.dangdang.com/25154687.html
财务自由之路：7年内赚到你的第一个1000万（团购电话:4001066666转6）,博多·舍费尔,投资理财,出版时间:2017年03月 ,现代出版社,38.50                ,http://img3m5.ddimg.cn/41/30/24198215-1_w_6.jpg,http://product.dangdang.com/24198215.html
聪明的投资者（原本第4版）,本杰明·格雷厄姆,投资理财,出版时间:2016年03月 ,人民邮电出版社,63.40                ,http://img3m3.ddimg.cn/74/19/23932433-1_w_6.jpg,http://product.dangdang.com/23932433.html
韭菜的自我修养（知乎2018年度书单推荐。李笑来首次公开投资原则，实现财富自由，写给每一位进场者的生存指南）,李笑来,投资理财,出版时间:2018年09月 ,江苏凤凰文艺出版社,35.60                ,http://img3m1.ddimg.cn/93/11/25338351-1_w_11.jpg,http://product.dangdang.com/25338351.html
财富自由之路,李笑来,投资理财,出版时间:2017年10月 ,电子工业出版社,62.10                ,http://img3m5.ddimg.cn/88/16/25169155-1_w_6.jpg,http://product.dangdang.com/25169155.html
财务自由之路2：3年内让你的个人资产翻一番！,博多·舍费尔,投资理财,出版时间:2018年09月 ,现代出版社,38.50                ,http://img3m2.ddimg.cn/58/2/25338712-1_w_5.jpg,http://product.dangdang.com/25338712.html
巴菲特致股东的信：投资者和公司高管教程（原书第4版）,沃伦,投资理财,出版时间:2018年03月 ,机械工业出版社,89.10                ,http://img3m3.ddimg.cn/32/26/25239983-1_w_3.jpg,http://product.dangdang.com/25239983.html
聪明的投资者（第4版，注疏点评版）,本杰明·格雷厄姆,投资理财,出版时间:2016年03月 ,人民邮电出版社,82.00                ,http://img3m2.ddimg.cn/73/18/23932432-1_w_5.jpg,http://product.dangdang.com/23932432.html
有钱人和你想的不一样,哈维·艾克,投资理财,出版时间:2017年06月 ,湖南文艺出版社,32.50                ,http://img3m5.ddimg.cn/11/17/25071365-1_w_3.jpg,http://product.dangdang.com/25071365.html
股票作手回忆录（股市赢利典藏版）,利非弗,投资理财,出版时间:2015年01月 ,湖南文艺出版社,26.70                ,http://img3m5.ddimg.cn/66/27/23629485-1_w_4.jpg,http://product.dangdang.com/23629485.html
股票投资入门与实战技巧：从零开始学炒股,王坤,投资理财,出版时间:2014年10月 ,团结出版社,26.30                ,http://img3m7.ddimg.cn/72/21/23552667-1_w_1.jpg,http://product.dangdang.com/23552667.html
万修成魔（股海拼搏，百战成精，千炼成妖，万修成魔！中国股市一代红马甲，著名操盘手花荣最新巨著! 股票实战技巧经典作品系列，累计销售超100万册！）,花荣,投资理财,出版时间:2019年01月 ,经济管理出版社,73.50                ,http://img3m2.ddimg.cn/18/8/26436582-1_w_3.jpg,http://product.dangdang.com/26436582.html
构建量化动量选股系统的实用指南,卫斯理·R.格雷,投资理财,出版时间:2018年10月 ,中国青年出版社,44.20                ,http://img3m3.ddimg.cn/68/15/25339613-1_w_3.jpg,http://product.dangdang.com/25339613.html
投资最重要的事：全新升级版,霍华德马克斯,投资理财,出版时间:2015年09月 ,中信出版社,69.00                ,http://img3m8.ddimg.cn/86/15/23762858-1_w_1.jpg,http://product.dangdang.com/23762858.html
股票大作手操盘术——融合时间和价格的利弗莫尔准则（著名金融学者丁圣元先生十年磨一剑改版译著，以现代技术图全彩呈现利弗莫尔股票作手操盘术手稿精髓的作品，与股票大作手回忆录齐名的图书）,杰西.利弗莫尔,投资理财,出版时间:2012年11月 ,人民邮电出版社,31.50                ,http://img3m4.ddimg.cn/12/14/22879704-1_w_1.jpg,http://product.dangdang.com/22879704.html
彼得.林奇的成功投资（珍藏版）（团购，请致电400-106-6666转6）,林奇,投资理财,出版时间:2010年04月 ,机械工业出版社,24.40                ,http://img3m4.ddimg.cn/75/15/20835714-1_w_8.jpg,http://product.dangdang.com/20835714.html
投资中最简单的事（团购，请致电400-106-6666转6）,邱国鹭,投资理财,出版时间:2014年10月 ,中国人民大学出版社,41.30                ,http://img3m8.ddimg.cn/2/36/23585168-1_w_1.jpg,http://product.dangdang.com/23585168.html
股票大作手回忆录（修订版）-丁圣元译,埃德温,投资理财,出版时间:2017年11月 ,北京联合出版有限公司,41.10                ,http://img3m5.ddimg.cn/28/10/25199785-1_w_3.jpg,http://product.dangdang.com/25199785.html
工作前5年，决定你一生的财富,三公子,投资理财,出版时间:2015年09月 ,中国铁道出版社,32.30                ,http://img3m3.ddimg.cn/13/17/23752093-1_w_3.jpg,http://product.dangdang.com/23752093.html
证券分析第6版（平装上、下）,本杰明·格雷厄姆,投资理财,出版时间:2013年04月 ,中国人民大学出版社,116.90                ,http://img3m3.ddimg.cn/75/5/23224683-1_w_1.jpg,http://product.dangdang.com/23224683.html
